GID,symbol,name,length,phenotype,function
YOR065W,CYT1,CYTochrome c1,930,"Non-essential gene; null mutant is incapable of respiratory growth on nonfermentable carbon sources and grows slowly on fermentable carbon sources (petite phenotype); in systematic studies, mutants show decreased competitive fitness, abnormal lipid particle and mitochondria morphology, and increased sensitivity to lipids and amitrole",
YKL087C,CYT2,CYTochrome-c1-heme-lyase,675,"Non-essential gene; null mutant has a decreased growth rate, a respiratory growth defect, and a decreased rate of proline utilization; null mutant displays increased biofilm formation, increased starvation-induced mitophagy and increased dietary restriction-induced replicative lifespan extension; homozygous diploid null mutant displays decreased sporulation efficiency, decreased accumulation of storage carbohydrate glycogen, decreased chronological lifespan and decreased desiccation resistance
",Holocytochrome c synthase involved in cytochrome c-heme linkage; localizes to mitochondrial intermembrane space
YAL039C,CYC3,CYtochrome C,810,"Non-essential gene; null mutant shows greatly decreased rate of respiratory growth and decreased apoptosis; in large-scale studies null mutant shows sensitivity to ethanol, flucytosine, MMS, inability to utilize proline or glutamine as a nitrogen source, and displays decreased competitive fitness
",Holocytochrome c synthase involved in cytochrome c-heme linkage; localizes to mitochondrial intermembrane space
YJR048W,CYC1,CYtochrome C,330,"Non-essential gene; null mutant fails to grow on nonfermentable carbon sources and displays resistance to 3-chlorolactic acid; in large-scale studies, null mutant shows reduced competitive fitness, shorter chronological lifespan, decreased desiccation resistance, and poor utilization of proline, ammonium, glutamine, and glutamate as nitrogen sources
","Electron carrier of the mitochondrial inter membrane space, involved in ubiquinol-to-cytochrome c and cytochrome c-to-oxygen electron transport"
YEL039C,CYC7,CYtochrome C,342,Non-essential gene; null mutant shows reduced anaerobic growth rate; mutants also show increased competitive fitness and resistance to miconazole and toxaphene,
YNR018W,RCF2,Respiratory superComplex Factor,675,,
YML030W,RCF1,Respiratory superComplex Factor,480,,
YPL189C-A,COA2,Cytochrome Oxidase Assembly,207,"Non-essential gene; null mutant is incapable of respiratory metabolism and unable to grow on nonfermentable carbon sources, and has petite phenotype, i.e. forms small colonies on fermentable carbon sources due to respiratory defect",
YLR387C,REH1,REI1 Homolog,1299,,
YOR335C,ALA1,ALAnyl-tRNA synthetase,2877,"Essential gene; conditional mutants are impaired in cell cycle progression at elevated temperatures; reduced function mutants show decreased competitive fitness and have shortened telomeres; heterozygous diploid nulls are sensitive to zinc chloride and to oxidative stress; overexpression slows vegetative growth in S288C, increases invasive growth in Sigma1278b
",Alanyl-tRNA synthetase that performs alanyl-tRNA aminoacylation by coupling alanine to alanyl-tRNA; localizes to the both the cytoplasm and mitochondria
YBR121C,GRS1,Glycyl-tRNA Synthase,2004,"Essential gene; conditional mutations cause decreased growth rate and chromosome instability; reduction of function blocks respiratory growth; null mutation in heterozygous diploid causes starvation sensitivity
",Glycine-transfer RNA (tRNA) ligase involved in termination of DNA-templated transcription; contributes to mitochondrial glycyl-tRNA aminoacylation; localizes to cytoplasm and mitochondrion
YPR033C,HTS1,Histidine-Trna Synthetase,1641,"Essential gene; heterozygous null mutant is sensitive to ethanol; reduction of funcion increases competitive fitness
",Histidine tRNA synthetase that catalyzes histidyl-tRNA aminoacylation through the coupling of histidine to histidyl-tRNA; localizes to both the mitochondria and cytoplasm
YHR113W,APE4,,1473,"Non-essential gene; null mutant displays decreased resistance to cycloheximide and neomycin; heterozygous diploid null has decreased resistance to starvation; null mutant displays a small defect in vacuolar morphology in the presence of salt
",
YDL229W,SSB1,Stress-Seventy subfamily B,1842,,"ATPase involved in protein folding, export of ribosomal subunit from nucleus, regulation of translation fidelity, rRNA processing; associated with polysomes and localized in the cytoplasm"
YNL209W,SSB2,Stress-Seventy subfamily B,1842,,"ATPase involved in protein folding, export of ribosomal subunit from nucleus, regulation of translation fidelity, rRNA processing; associated with polysomes and localized in the cytoplasm"
YOR046C,DBP5,Dead Box Protein,1449,"Essential gene; reduction of function causes slow vegetative growth, heat sensitivity and elevated sensitivity to paromomycin and hygromycin B; overexpression of dominant negative allele blocks poly(A)+ mRNA export from nucleus",
YMR186W,HSC82,,2118,"Non-essential gene; null mutant is sensitive to freeze-thaw; in large-scale experiments null mutants are sensitive to cycloheximide, streptomycin, fluconazole, show decreased telomere lengths and decreased competitive fitness, and increased production and excretion of inositol (Opi-)
","Chaperone protein and ATPase involved in de novo protein folding and protein refolding; involved in proteasome assembly, telomere maintenance, box C/D snoRNP assembly, and the cellular response to heat; localizes to the cytoplasm, mitochondrion, and plasma membrane in high-throughput studies"
YPL084W,BRO1,BCK1-like Resistance to Osmotic shock,2535,"Non-essential gene; null mutant has a growth defect, is heat sensitive, and displays decreased competitive fitness on both fermentative and respiratory growth media; null mutant has a decreased ability to use raffinose as carbon source; null mutant has a reduced ability to target Doa4p to the endosome, an inability to sort MVB cargo protein to the vacuole and a strong vacuolar fragmentation defect; null mutant has decreased resistance to ionic stress, cadmium and manganese treatment, oxidative stress, and desiccation; null mutant is defective in regulating intracellular pH and displays decreased resistance to acid pH; null mutant has decreased telomere length, reduced innate thermotolerance, and a decreased ability to form biofilms; null mutant displays increased accumulation of cadmium, calcium and alanine and decreased accumulation of glycogen; homozygous diploid null mutant has a sporulation defect; heterozygous null mutant is haploinsufficient",
YDL160C,DHH1,DEAD box Helicase Homolog,1521,"Non-essential gene; null mutant exhibits slow growth, shortened chronological and replicative lifespan, heat sensitivity, increased apoptosis, inability to sporulate, and increased resistance to 2-deoxyglucose; in large-scale studies, null mutant shows slow growth, reduced competitive fitness in several different media, poor utilization of various nitrogen sources, and altered resistance to various chemicals
","ATP-dependent RNA helicase; involved in deadenylation-dependent mRNA decapping, unwinding of RNA secondary structure, and assembly of cytoplasmic mRNA processing body (P-body); plays a role in translation regulation; localizes in cytoplasm, cytoplasmic stress granules and cytoplasmic P-bodies"
YDR513W,GRX2,GlutaRedoXin,432,,
YDR272W,GLO2,GLyOxalase,825,,
YGR100W,MDR1,Mac1-Dependent Regulator,2853,,A GTPase activator involved in intrascellular protein transport; localizes to the cytoplasm
YNL163C,RIA1,RIbosome Assembly,3333,,
YBR011C,IPP1,Inorganic PyroPhosphatase,864,,
YBL076C,ILS1,IsoLeucine-tRNA Synthetase,3219,,Cytosolic isoleucyl-tRNA synthetase that catalyzes isoleucyl-tRNA aminoacylation through the coupling of isoleucine to isoleucyl-tRNA
YDR424C,DYN2,DYNein,455,,
YOL126C,MDH2,Malate DeHydrogenase,1134,,
YPL015C,HST2,Homolog of SIR Two (SIR2),1074,,
YDL207W,GLE1,GLFG (glycine-leucine-phenylalanine-glycine) LEthal,1617,,
YDR155C,CPR1,Cyclosporin A-sensitive Proline Rotamase,489,"Non-essential gene; null mutation confers increased sensitivity to oxidative stress-inducing agents, such as hydrogen peroxide and menadione, and to sulfuric acid and ethanol; null mutant exhibits increased resistance to cyclosporin and rapamycin; homozygous null mutant diploid shows delays sporulation; in systematic studies mutants are sensitive to streptomycin, fenpropimorph, tunicamycin and bleomysin, but resistant to mycophenolic acid","Peptidyl-prolyl cis-trans isomerase (cyclophilin) that catalyzes the cis-trans isomerization of peptide bonds preceding proline residues in oligopeptides; involved in histone deacetylation, regulation of meiosis and ascospore formation; localizes to Set3 histone deacetylase complex in the nucleus"
YBR267W,REI1,REquired for Isotropic bud growth,1182,,
YMR174C,PAI3,Proteinase A Inhibitor,207,,
YGR268C,HUA1,,597,,Protein whose biological role is unknown; localizes to the cytoplasm in different large-scale studies
YAL049C,AIM2,Altered Inheritance rate of Mitochondria,741,"Non-essential gene; null mutant displays a decreased frequency of spontaneous mitochondrial genome loss; null mutant is ethanol sensitive; null mutant displays increased survival following a ramped heat stimulus; overexpression results in decreased filamentous group and an inability to undergo invasive growth
",Protein whose biological role is unknown; localized to the cytoplasm
YJL217W,REE1,REgulation of Enolase,597,,Protein whose biological role is unknown; localizes to the cytoplasm in a large-scale study
YPL263C,KEL3,KELch,1956,,Protein whose biological role is unknown; localizes to the cytoplasm in a large-scale study
YOR284W,HUA2,,732,,Protein whose biological role is unknown; localizes to the cytoplasm in a large-scale study
YPL108W,,,507,,Protein whose biological role is unknown; localizes to the cytoplasm in a large-scale study
YNL212W,VID27,Vacuolar Import and Degradation,2349,,Protein whose biological role is unknown; localizes to the cytoplasm in a large-scale study
YOL022C,TSR4,Twenty S rRNA accumulation,1227,,
YDR067C,OCA6,Oxidant-induced Cell-cycle Arrest,675,,Protein whose biological role is unknown; localizes to the cytoplasm in a large-scale study
YCR095C,OCA4,Oxidant-induced Cell-cycle Arrest,1089,,Protein whose biological role is unknown; localizes to the cytoplasm in a large scale study
YHL029C,OCA5,Oxidant-induced Cell-cycle Arrest,2040,,Protein whose biological role is unknown; localizes to the cytoplasm in a large-scale study
YDL001W,RMD1,Required for Meiotic nuclear Division,1293,,Protein whose biological role is unknown; localizes to the cytoplasm in a large-scale study
YIR001C,SGN1,Slower Growth on Non-fermentable carbon sources,753,,
